,id.bioguide,handle,state,district,type,party,name.last,inc_name,inc_party,inc_ran,inc_won,had_challenger,winner_votes,runnerup_votes,winner_party,runnerup_party,margin
386,C001103,repbuddycarter,GA,1.0,rep,Republican,Carter,"Carter, Buddy",R,1,1,1,210243.0,0.0,R,NONE,1.0
387,H001071,congressmanhice,GA,10.0,rep,Republican,Hice,"Hice, Jodi",R,1,1,0,243725.0,0.0,R,NONE,1.0
388,L000583,reploudermilk,GA,11.0,rep,Republican,Loudermilk,"Loudermilk, Barry",R,1,1,1,217935.0,105383.0,R,D,0.348115477641
389,A000372,reprickallen,GA,12.0,rep,Republican,Allen,"Allen, Rick",R,1,1,1,159492.0,99420.0,R,D,0.232017055988
390,B001294,reprodblum,IA,1.0,rep,Republican,Blum,"Blum, Rod",R,1,1,1,206903.0,177403.0,R,D,0.0767617471494
391,Y000066,repdavidyoung,IA,3.0,rep,Republican,Young,"Young, David",R,1,1,1,208598.0,155002.0,R,D,0.147403740374
392,B001295,repbost,IL,12.0,rep,Republican,Bost,"Bost, Mike",R,1,1,1,169976.0,124246.0,R,D,0.155426854552
393,A000374,repabraham,LA,5.0,rep,Republican,Abraham,"Abraham, Ralph",R,1,1,1,208545.0,47117.0,R,R,0.631411785874
394,G000577,repgarretgraves,LA,6.0,rep,Republican,Graves,"Graves, Garret",R,1,1,1,207483.0,49380.0,R,D,0.615514885367
395,M001196,teammoulton,MA,6.0,rep,Democrat,Moulton,"Moulton, Seth",D,1,1,1,308923.0,5132.0,D,Write in,0.967317826495
396,P000611,reppoliquin,ME,2.0,rep,Republican,Poliquin,"Poliquin, Bruce",R,1,1,1,192878.0,159081.0,R,D,0.0960253893209
397,M001194,repmoolenaar,MI,4.0,rep,Republican,Moolenaar,"Moolenaar, John",R,1,1,1,194572.0,101277.0,R,D,0.315346680232
398,B001293,repmikebishop,MI,8.0,rep,Republican,Bishop,"Bishop, Mike",R,1,1,1,205629.0,143791.0,R,D,0.17697326999
399,T000475,repdavetrott,MI,11.0,rep,Republican,Trott,"Trott, Dave",R,1,1,1,200872.0,152461.0,R,D,0.137012393408
400,D000624,repdebdingell,MI,12.0,rep,Democrat,Dingell,"Dingell, Debbie",D,1,1,1,211378.0,96104.0,D,R,0.374896741923
401,L000581,replawrence,MI,14.0,rep,Democrat,Lawrence,"Lawrence, Brenda",D,1,1,1,244135.0,58103.0,D,R,0.615514925324
402,E000294,reptomemmer,MN,6.0,rep,Republican,Emmer,"Emmer, Tom",R,1,1,1,235380.0,123008.0,R,D,0.313548444702
403,Z000018,repryanzinke,MT,0.0,rep,Republican,Zinke,"Zinke, Ryan",R,1,1,1,285358.0,205919.0,R,D,0.161699000767
404,R000603,repdavidrouzer,NC,7.0,rep,Republican,Rouzer,"Rouzer, David",R,1,1,1,211801.0,135905.0,R,D,0.218276359913
405,A000373,repbradashford,NE,2.0,rep,Democrat,Ashford,"Bacon, Don",R,1,1,1,141066.0,137602.0,R,D,0.0124305625332
406,M001193,reptommacarthur,NJ,3.0,rep,Republican,MacArthur,"MacArthur, Tom",R,1,1,1,194596.0,127526.0,R,D,0.208213037296
407,W000822,repbonnie,NJ,12.0,rep,Democrat,Watson Coleman,"Watson Coleman, Bonnie",D,1,1,1,181430.0,92407.0,D,R,0.325094855699
408,H001070,rephardy,NV,4.0,rep,Republican,Hardy,"Kihuen, Ruben",D,1,1,1,128985.0,118328.0,D,R,0.0430911436115
409,Z000017,repleezeldin,NY,1.0,rep,Republican,Zeldin,"Zeldin, Lee",R,1,1,1,188499.0,135278.0,R,D,0.164375480655
410,R000602,repkathleenrice,NY,4.0,rep,Democrat,Rice,"Rice, Kathleen",D,1,1,1,186423.0,126438.0,D,R,0.191730512911
411,S001196,repstefanik,NY,21.0,rep,Republican,Stefanik,"Stefanik, Elise",R,1,1,1,177886.0,82161.0,R,D,0.368106534588
412,K000386,repjohnkatko,NY,24.0,rep,Republican,Katko,"Katko, John",R,1,1,1,182761.0,119040.0,R,D,0.211135814659
413,R000604,reprussell,OK,5.0,rep,Republican,Russell,"Russell, Steve",R,1,1,1,160184.0,103273.0,R,D,0.216016275901
414,C001106,repryancostello,PA,6.0,rep,Republican,Costello,"Costello, Ryan",R,1,1,1,207469.0,155000.0,R,D,0.144754447967
415,B001296,repbrendanboyle,PA,13.0,rep,Democrat,Boyle,"Boyle, Brendan",D,1,1,0,239316.0,0.0,D,NONE,1.0
416,R000601,repratcliffe,TX,4.0,rep,Republican,Ratcliffe,"Ratcliffe, John",R,1,1,1,216643.0,29577.0,R,L,0.7597514418
417,H001073,hurdonthehill,TX,23.0,rep,Republican,Hurd,"Hurd, Will",R,1,1,1,110577.0,107526.0,R,D,0.0139888034552
418,B001291,repbrianbabin,TX,36.0,rep,Republican,Babin,"Babin, Brian",R,1,1,1,193675.0,24890.0,R,G,0.772241667239
419,L000584,repmialove,UT,4.0,rep,Republican,Love,"Love, Mia",R,1,1,1,147597.0,113413.0,R,D,0.130968162139
420,B001292,repdonbeyer,VA,8.0,rep,Democrat,Beyer,"Beyer, Don",D,1,1,1,246653.0,98387.0,D,R,0.429706700672
421,C001105,repcomstock,VA,10.0,rep,Republican,Comstock,"Comstock, Barbara",R,1,1,1,210791.0,187712.0,R,D,0.0579142440584
422,N000189,repnewhouse,WA,4.0,rep,Republican,Newhouse,"Newhouse, Dan",R,1,1,1,132517.0,97402.0,R,R,0.152727699755
423,G000576,repgrothman,WI,6.0,rep,Republican,Grothman,"Grothman, Glenn",R,1,1,1,204147.0,133072.0,R,D,0.210768076532
424,M001195,repalexmooney,WV,2.0,rep,Republican,Mooney,"Mooney, Alex",R,1,1,1,140807.0,101207.0,R,D,0.163626897617
425,J000297,repevanjenkins,WV,3.0,rep,Republican,Jenkins,"Jenkins, Evan",R,1,1,1,140741.0,49708.0,R,D,0.477991483284
426,W000819,repmarkwalker,NC,6.0,rep,Republican,Walker,"Walker, Mark",R,1,1,1,207983.0,143167.0,R,D,0.184582087427
427,D000625,repdandonovan,NY,11.0,rep,Republican,Donovan,"Donovan, Dan",R,1,1,1,142934.0,85257.0,R,D,0.252757558361
428,K000388,reptrentkelly,MS,1.0,rep,Republican,Kelly,"Kelly, Trent",R,1,1,1,206455.0,83947.0,R,D,0.421856598784
429,L000585,replahood,IL,18.0,rep,Republican,LaHood,"LaHood, Darin",R,1,1,1,250506.0,96770.0,R,D,0.442691116
430,,,HI,1.0,,,,"Hanabusa, Colleen",D,0,0,0,145417.0,45958.0,D,R,0.519707380797
431,,,KY,1.0,,,,"Comer, James",R,1,1,1,216959.0,81710.0,R,D,0.452839096123
432,,,MN,7.0,,,,"Peterson, Collin",D,1,1,1,173589.0,156952.0,D,R,0.0503326364959
433,,,OH,8.0,,,,"Davidson, Warren",R,1,1,1,223833.0,87794.0,R,D,0.436544330241
434,,,PA,2.0,,,,"Evans, Dwight",D,0,0,0,322514.0,35131.0,D,R,0.803542619078
0,A000368,kellyayotte,NH,None,sen,Republican,Ayotte,Ayotte,R,1,0,1,354649.0,353632.0,D,R,0.00143587079139
1,B001267,senbennetco,CO,None,sen,Democrat,Bennet,Bennet,D,1,1,1,1370710.0,1215318.0,D,R,0.0600890632275
2,B001277,senblumenthal,CT,None,sen,Democrat,Blumenthal,Blumenthal,D,1,1,1,1008714.0,552621.0,D,R,0.292117322676
3,B000575,royblunt,MO,None,sen,Republican,Blunt,Blunt,R,1,1,1,1378458.0,1300200.0,R,D,0.0292153757591
4,B001236,johnboozman,AR,None,sen,Republican,Boozman,Boozman,R,1,1,1,661984.0,400602.0,R,D,0.245986677784
5,B000711,senatorboxer,CA,None,sen,Democrat,Boxer,Boxer,D,0,0,0,7542753.0,4701417.0,D,D,0.232056235743
6,B001135,senatorburr,NC,None,sen,Republican,Burr,Burr,R,1,1,1,2395376.0,2128165.0,R,D,0.059071201079
7,C000880,mikecrapo,ID,None,sen,Republican,Crapo,Crapo,R,1,1,1,449017.0,188249.0,R,D,0.409198042889
8,G000386,chuckgrassley,IA,None,sen,Republican,Grassley,Grassley,R,1,1,1,926007.0,549460.0,R,D,0.255205301101
9,H001061,senjohnhoeven,ND,None,sen,Republican,Hoeven,Hoeven,R,1,1,1,268788.0,58116.0,R,D,0.644446075912
10,I000055,senatorisakson,GA,None,sen,Republican,Isakson,Isakson,R,1,1,1,2135806.0,1599726.0,R,D,0.143508340981
11,K000360,senatorkirk,IL,None,sen,Republican,Kirk,Kirk,R,1,0,1,3012940.0,2184692.0,D,R,0.159351027545
12,L000575,senatorlankford,OK,None,sen,Republican,Lankford,Lankford,R,1,1,1,980892.0,355911.0,R,D,0.467519148296
13,L000174,senatorleahy,VT,None,sen,Democrat,Leahy,Leahy,D,1,1,1,192243.0,103637.0,D,R,0.29946599973
14,L000577,senmikelee,UT,None,sen,Republican,Lee,Lee,R,1,1,1,760241.0,301860.0,R,D,0.431579482554
15,M000303,senjohnmccain,AZ,None,sen,Republican,McCain,McCain,R,1,1,1,1359267.0,1031245.0,R,D,0.137218303025
16,M000702,senatorbarb,MD,None,sen,Democrat,Mikulski,Mikulski,D,0,0,0,1659907.0,972557.0,D,R,0.261105185104
17,M000934,jerrymoran,KS,None,sen,Republican,Moran,Moran,R,1,1,1,732376.0,379740.0,R,D,0.317085627758
18,M001153,lisamurkowski,AK,None,sen,Republican,Murkowski,Murkowski,R,1,1,1,138149.0,36200.0,R,D,0.584740950622
19,M001111,pattymurray,WA,None,sen,Democrat,Murray,Murray,D,1,1,1,1913979.0,1329338.0,D,R,0.180260208916
20,P000603,,KY,None,sen,Republican,Paul,Paul,R,1,1,1,1090177.0,813246.0,R,D,0.145491044292
21,P000449,senrobportman,OH,None,sen,Republican,Portman,Portman,R,1,1,1,3118567.0,1996908.0,R,D,0.21926780993
22,R000146,senatorreid,NV,None,sen,Democrat,Reid,Reid,D,0,0,0,521994.0,495079.0,D,R,0.0264631938907
23,R000595,senrubiopress,FL,None,sen,Republican,Rubio,Rubio,R,1,1,1,4835191.0,4122088.0,R,D,0.0796115650746
24,S000148,senschumer,NY,None,sen,Democrat,Schumer,Schumer,D,1,1,1,5221949.0,2009353.0,D,R,0.444262457853
25,S001184,senatortimscott,SC,None,sen,Republican,Scott,Scott,R,1,1,1,1241609.0,757022.0,R,D,0.242459463503
26,S000320,senshelby,AL,None,sen,Republican,Shelby,Shelby,R,1,1,1,1335104.0,748709.0,R,D,0.281404809357
27,T000250,senjohnthune,SD,None,sen,Republican,Thune,Thune,R,1,1,1,265516.0,104140.0,R,D,0.436557231588
28,T000461,sentoomey,PA,None,sen,Republican,Toomey,Toomey,R,1,1,1,2951702.0,2865012.0,R,D,0.0149036036498
29,V000127,,LA,None,sen,Republican,Vitter,Vitter,R,0,0,0,482591.0,337833.0,R,D,0.176442912445
30,W000779,ronwyden,OR,None,sen,Democrat,Wyden,Wyden,D,1,1,1,1105119.0,651106.0,D,R,0.258516420163
31,S001194,senbrianschatz,HI,None,sen,Democrat,Schatz,Schatz,D,1,1,1,306604.0,92653.0,D,R,0.535872883882
32,,,IN,None,,,,Pence,R,0,0,0,1423991.0,1158947.0,R,D,0.102613380577
