,_merge,id.bioguide,handle,name.official_full,bio.gender,terms,week1,week2,week3,week4,week5,week6,week7,week8,week9
223,both,L000397,repzoelofgren,Zoe Lofgren,F,"[{u'end': u'1997-01-03', u'district': 16, u'start': u'1995-01-04', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 16, u'start': u'1997-01-07', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2001-01-03', u'district': 16, u'start': u'1999-01-06', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2003-01-03', u'district': 16, u'start': u'2001-01-03', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 16, u'url': u'http://zoelofgren.house.gov', u'start': u'2003-01-07', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 16, u'url': u'http://zoelofgren.house.gov', u'start': u'2005-01-04', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 16, u'url': u'http://www.house.gov/lofgren', u'start': u'2007-01-04', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 16, u'url': u'http://www.house.gov/lofgren', u'start': u'2009-01-06', u'state': u'CA', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-3336', u'end': u'2013-01-03', u'district': 16, u'office': u'1401 Longworth House Office Building', u'phone': u'202-225-3072', u'url': u'http://www.house.gov/lofgren', u'start': u'2011-01-05', u'state': u'CA', u'address': u'1401 Longworth HOB; Washington DC 20515-0516', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://lofgren.house.gov/emailform.shtml'}, {u'rss_url': u'http://lofgren.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-225-3336', u'end': u'2015-01-03', u'district': 19, u'office': u'1401 Longworth House Office Building', u'phone': u'202-225-3072', u'url': u'http://lofgren.house.gov', u'start': u'2013-01-03', u'state': u'CA', u'address': u'1401 Longworth HOB; Washington DC 20515-0519', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://lofgren.house.gov/contact/'}, {u'rss_url': u'http://lofgren.house.gov/index.php?format=feed&amp;type=rss', u'fax': u'202-225-3336', u'end': u'2017-01-03', u'district': 19, u'office': u'1401 Longworth House Office Building', u'phone': u'202-225-3072', u'url': u'https://lofgren.house.gov', u'start': u'2015-01-06', u'state': u'CA', u'address': u'1401 Longworth HOB; Washington DC 20515-0519', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://lofgren.house.gov/contact/'}]",-47.4659,,-48.6747,-37.6736,,,,,
224,both,L000576,usreplong,Billy Long,M,"[{u'fax': u'202-225-5604', u'end': u'2013-01-03', u'district': 7, u'office': u'1541 Longworth House Office Building', u'phone': u'202-225-6536', u'url': u'http://long.house.gov/', u'start': u'2011-01-05', u'state': u'MO', u'address': u'1541 Longworth HOB; Washington DC 20515-2507', u'party': u'Republican', u'type': u'rep'}, {u'rss_url': u'http://long.house.gov/common/rss//index.cfm?rss=49', u'fax': u'202-225-5604', u'end': u'2015-01-03', u'district': 7, u'office': u'1541 Longworth House Office Building', u'phone': u'202-225-6536', u'url': u'http://long.house.gov', u'start': u'2013-01-03', u'state': u'MO', u'address': u'1541 Longworth HOB; Washington DC 20515-2507', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://longforms.house.gov/email-billy'}, {u'rss_url': u'http://long.house.gov/common/rss//index.cfm?rss=49', u'fax': u'202-225-5604', u'end': u'2017-01-03', u'district': 7, u'office': u'1541 Longworth House Office Building', u'phone': u'202-225-6536', u'url': u'http://long.house.gov', u'start': u'2015-01-06', u'state': u'MO', u'address': u'1541 Longworth HOB; Washington DC 20515-2507', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://longforms.house.gov/email-billy'}]",18.2162375,21.992478,14.21881,24.450705,9.2356954,6.76567,1.77883888,21.62738275,27.179025
225,both,L000480,nitalowey,Nita M. Lowey,F,"[{u'end': u'1991-01-03', u'district': 20, u'start': u'1989-01-03', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1993-01-03', u'district': 20, u'start': u'1991-01-03', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1995-01-03', u'district': 18, u'start': u'1993-01-05', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1997-01-03', u'district': 18, u'start': u'1995-01-04', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 18, u'start': u'1997-01-07', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2001-01-03', u'district': 18, u'start': u'1999-01-06', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2003-01-03', u'district': 18, u'start': u'2001-01-03', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 18, u'url': u'http://www.house.gov/lowey', u'start': u'2003-01-07', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 18, u'url': u'http://www.house.gov/lowey', u'start': u'2005-01-04', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 18, u'url': u'http://www.house.gov/lowey', u'start': u'2007-01-04', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 18, u'url': u'http://www.house.gov/lowey', u'start': u'2009-01-06', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-0546', u'end': u'2013-01-03', u'district': 18, u'office': u'2365 Rayburn House Office Building', u'phone': u'202-225-6506', u'url': u'http://www.house.gov/lowey', u'start': u'2011-01-05', u'state': u'NY', u'address': u'2365 Rayburn HOB; Washington DC 20515-3218', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://lowey.house.gov/?sectionid=56&amp;sectiontree=56'}, {u'rss_url': u'http://www.house.gov/common/rss/?rss=18', u'fax': u'202-225-0546', u'end': u'2015-01-03', u'district': 17, u'office': u'2365 Rayburn House Office Building', u'phone': u'202-225-6506', u'url': u'http://lowey.house.gov', u'start': u'2013-01-03', u'state': u'NY', u'address': u'2365 Rayburn HOB; Washington DC 20515-3217', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://lowey.house.gov/contact-form/'}, {u'rss_url': u'http://www.house.gov/common/rss/?rss=18', u'fax': u'202-225-0546', u'end': u'2017-01-03', u'district': 17, u'office': u'2365 Rayburn House Office Building', u'phone': u'202-225-6506', u'url': u'http://lowey.house.gov', u'start': u'2015-01-06', u'state': u'NY', u'address': u'2365 Rayburn HOB; Washington DC 20515-3217', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://lowey.house.gov/contact-form/'}]",-1.29884033333,-215.463,-39.0497,-6.69917,,-11.493604,-1.08432,-3.0432395,-18.5108675
226,both,L000491,repfranklucas,Frank D. Lucas,M,"[{u'end': u'1995-01-03', u'district': 6, u'start': u'1993-05-10', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1997-01-03', u'district': 6, u'start': u'1995-01-04', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 6, u'start': u'1997-01-07', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2001-01-03', u'district': 6, u'start': u'1999-01-06', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2003-01-03', u'district': 6, u'start': u'2001-01-03', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 3, u'url': u'http://www.house.gov/lucas', u'start': u'2003-01-07', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 3, u'url': u'http://www.house.gov/lucas', u'start': u'2005-01-04', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 3, u'url': u'http://www.house.gov/lucas', u'start': u'2007-01-04', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 3, u'url': u'http://www.house.gov/lucas', u'start': u'2009-01-06', u'state': u'OK', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-8698', u'end': u'2013-01-03', u'district': 3, u'office': u'2311 Rayburn House Office Building', u'phone': u'202-225-5565', u'url': u'http://www.house.gov/lucas', u'start': u'2011-01-05', u'state': u'OK', u'address': u'2311 Rayburn HOB; Washington DC 20515-3603', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://www.house.gov/lucas/zipauth.htm'}, {u'rss_url': u'http://lucas.house.gov/rss.xml', u'fax': u'202-225-8698', u'end': u'2015-01-03', u'district': 3, u'office': u'2311 Rayburn House Office Building', u'phone': u'202-225-5565', u'url': u'http://lucas.house.gov', u'start': u'2013-01-03', u'state': u'OK', u'address': u'2311 Rayburn HOB; Washington DC 20515-3603', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://lucas.house.gov/contact-me/email-me'}, {u'rss_url': u'http://lucas.house.gov/rss.xml', u'fax': u'202-225-8698', u'end': u'2017-01-03', u'district': 3, u'office': u'2405 Rayburn House Office Building', u'phone': u'202-225-5565', u'url': u'http://lucas.house.gov', u'start': u'2015-01-06', u'state': u'OK', u'address': u'2405 Rayburn HOB; Washington DC 20515-3603', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://lucas.house.gov/contact-me/email-me'}]",,,,,,,,,
227,both,L000569,repblainepress,Blaine Luetkemeyer,M,"[{u'end': u'2011-01-03', u'district': 9, u'url': u'http://luetkemeyer.house.gov', u'start': u'2009-01-06', u'state': u'MO', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-5712', u'end': u'2013-01-03', u'district': 9, u'office': u'1740 Longworth House Office Building', u'phone': u'202-225-2956', u'url': u'http://luetkemeyer.house.gov', u'start': u'2011-01-05', u'state': u'MO', u'address': u'1740 Longworth HOB; Washington DC 20515-2509', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://forms.house.gov/luetkemeyer/contact-form.shtml'}, {u'rss_url': u'http://luetkemeyer.house.gov/news/rss.aspx', u'fax': u'202-225-5712', u'end': u'2015-01-03', u'district': 3, u'office': u'2440 Rayburn House Office Building', u'phone': u'202-225-2956', u'url': u'http://luetkemeyer.house.gov', u'start': u'2013-01-03', u'state': u'MO', u'address': u'2440 Rayburn HOB; Washington DC 20515-2503', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://luetkemeyer.house.gov/forms/writeyourrep/'}, {u'rss_url': u'http://luetkemeyer.house.gov/news/rss.aspx', u'fax': u'202-225-5712', u'end': u'2017-01-03', u'district': 3, u'office': u'2440 Rayburn House Office Building', u'phone': u'202-225-2956', u'url': u'http://luetkemeyer.house.gov', u'start': u'2015-01-06', u'state': u'MO', u'address': u'2440 Rayburn HOB; Washington DC 20515-2503', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://luetkemeyer.house.gov/forms/writeyourrep/'}]",6.0062275,16.231292,9.28160666667,18.5298766667,4.87174,11.7561,1.172445,5.29675,7.97029443615
228,both,L000570,repbenraylujan,Ben Ray Luján,M,"[{u'end': u'2011-01-03', u'district': 3, u'url': u'http://lujan.house.gov', u'start': u'2009-01-06', u'state': u'NM', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-226-1528', u'end': u'2013-01-03', u'district': 3, u'office': u'330 Cannon House Office Building', u'phone': u'202-225-6190', u'url': u'http://lujan.house.gov', u'start': u'2011-01-05', u'state': u'NM', u'address': u'330 Cannon HOB; Washington DC 20515-3103', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://forms.house.gov/lujan/contact-form.shtml'}, {u'rss_url': u'http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1', u'fax': u'202-226-1528', u'end': u'2015-01-03', u'district': 3, u'office': u'2446 Rayburn House Office Building', u'phone': u'202-225-6190', u'url': u'http://lujan.house.gov', u'start': u'2013-01-03', u'state': u'NM', u'address': u'2446 Rayburn HOB; Washington DC 20515-3103', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://forms.house.gov/lujan/contact-form.shtml'}, {u'rss_url': u'http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1', u'fax': u'202-226-1528', u'end': u'2017-01-03', u'district': 3, u'office': u'2446 Rayburn House Office Building', u'phone': u'202-225-6190', u'url': u'http://lujan.house.gov', u'start': u'2015-01-06', u'state': u'NM', u'address': u'2446 Rayburn HOB; Washington DC 20515-3103', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://forms.house.gov/lujan/contact-form.shtml'}]",,-22.1736073333,-62.4826,,-0.966387,,,,
229,both,L000571,cynthialummis,Cynthia M. Lummis,F,"[{u'end': u'2011-01-03', u'district': 0, u'url': u'http://lummis.house.gov', u'start': u'2009-01-06', u'state': u'WY', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-3057', u'end': u'2013-01-03', u'district': 0, u'office': u'113 Cannon House Office Building', u'phone': u'202-225-2311', u'url': u'http://lummis.house.gov', u'start': u'2011-01-05', u'state': u'WY', u'address': u'113 Cannon HOB; Washington DC 20515-5001', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://forms.house.gov/lummis/contact-form.shtml'}, {u'rss_url': u'http://lummis.house.gov/news/rss.aspx', u'fax': u'202-225-3057', u'end': u'2015-01-03', u'district': 0, u'office': u'113 Cannon House Office Building', u'phone': u'202-225-2311', u'url': u'http://lummis.house.gov', u'start': u'2013-01-03', u'state': u'WY', u'address': u'113 Cannon HOB; Washington DC 20515-5000', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://lummis.house.gov/contact/'}, {u'rss_url': u'http://lummis.house.gov/news/rss.aspx', u'fax': u'202-225-3057', u'end': u'2017-01-03', u'district': 0, u'office': u'2433 Rayburn House Office Building', u'phone': u'202-225-2311', u'url': u'http://lummis.house.gov', u'start': u'2015-01-06', u'state': u'WY', u'address': u'2433 Rayburn HOB; Washington DC 20515-5000', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://lummis.house.gov/contact/'}]",0.94139,,-0.000331614,,1.69921,6.58254,2.96809,,6.29808
230,both,L000562,repstephenlynch,Stephen F. Lynch,M,"[{u'end': u'2003-01-03', u'district': 9, u'start': u'2001-10-23', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 9, u'url': u'http://www.house.gov/lynch', u'start': u'2003-01-07', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 9, u'url': u'http://www.house.gov/lynch', u'start': u'2005-01-04', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 9, u'url': u'http://www.house.gov/lynch', u'start': u'2007-01-04', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 9, u'url': u'http://www.house.gov/lynch', u'start': u'2009-01-06', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-3984', u'end': u'2013-01-03', u'district': 9, u'office': u'2348 Rayburn House Office Building', u'phone': u'202-225-8273', u'url': u'http://www.house.gov/lynch', u'start': u'2011-01-05', u'state': u'MA', u'address': u'2348 Rayburn HOB; Washington DC 20515-2109', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://www.house.gov/writerep'}, {u'rss_url': u'http://lynch.house.gov/rss.xml', u'fax': u'202-225-3984', u'end': u'2015-01-03', u'district': 8, u'office': u'2133 Rayburn House Office Building', u'phone': u'202-225-8273', u'url': u'http://lynch.house.gov', u'start': u'2013-01-03', u'state': u'MA', u'address': u'2133 Rayburn HOB; Washington DC 20515-2108', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://lynch.house.gov/contact-me/email-me'}, {u'rss_url': u'http://lynch.house.gov/rss.xml', u'fax': u'202-225-3984', u'end': u'2017-01-03', u'district': 8, u'office': u'2369 Rayburn House Office Building', u'phone': u'202-225-8273', u'url': u'http://lynch.house.gov', u'start': u'2015-01-06', u'state': u'MA', u'address': u'2369 Rayburn HOB; Washington DC 20515-2108', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://lynch.house.gov/contact-me/email-me'}]",-2.81029233333,-5.182946,-4.09254720467,-1.9086026,-0.028194,-3.7573,-4.194588,-3.9324975,-1.37826
231,both,M000087,repmaloney,Carolyn B. Maloney,F,"[{u'end': u'1995-01-03', u'district': 14, u'start': u'1993-01-05', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1997-01-03', u'district': 14, u'start': u'1995-01-04', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 14, u'start': u'1997-01-07', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2001-01-03', u'district': 14, u'start': u'1999-01-06', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2003-01-03', u'district': 14, u'start': u'2001-01-03', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 14, u'url': u'http://www.house.gov/maloney', u'start': u'2003-01-07', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 14, u'url': u'http://www.house.gov/maloney', u'start': u'2005-01-04', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 14, u'url': u'http://maloney.house.gov', u'start': u'2007-01-04', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 14, u'url': u'http://maloney.house.gov', u'start': u'2009-01-06', u'state': u'NY', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-225-4709', u'end': u'2013-01-03', u'district': 14, u'office': u'2332 Rayburn House Office Building', u'phone': u'202-225-7944', u'url': u'http://maloney.house.gov', u'start': u'2011-01-05', u'state': u'NY', u'address': u'2332 Rayburn HOB; Washington DC 20515-3214', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://maloney.house.gov/index.php?option=com_email_form&amp;Itemid=73'}, {u'rss_url': u'http://maloney.house.gov/rss.xml', u'fax': u'202-225-4709', u'end': u'2015-01-03', u'district': 12, u'office': u'2308 Rayburn House Office Building', u'phone': u'202-225-7944', u'url': u'http://maloney.house.gov', u'start': u'2013-01-03', u'state': u'NY', u'address': u'2308 Rayburn HOB; Washington DC 20515-3212', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://maloney.house.gov/contact-me/email-me'}, {u'rss_url': u'http://maloney.house.gov/rss.xml', u'fax': u'202-225-4709', u'end': u'2017-01-03', u'district': 12, u'office': u'2308 Rayburn House Office Building', u'phone': u'202-225-7944', u'url': u'http://maloney.house.gov', u'start': u'2015-01-06', u'state': u'NY', u'address': u'2308 Rayburn HOB; Washington DC 20515-3212', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'https://maloney.house.gov/contact-me/email-me'}]",-49.4737466667,-17.877552,-7.64772042,-27.5835516667,-9.19747,-21.9196,-35.707015,-33.3554275,-47.41255
232,both,M001158,repkenmarchant,Kenny Marchant,M,"[{u'end': u'2007-01-03', u'district': 24, u'start': u'2005-01-04', u'state': u'TX', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 24, u'url': u'http://www.house.gov/marchant', u'start': u'2007-01-04', u'state': u'TX', u'party': u'Republican', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 24, u'url': u'http://www.house.gov/marchant', u'start': u'2009-01-06', u'state': u'TX', u'party': u'Republican', u'type': u'rep'}, {u'fax': u'202-225-0074', u'end': u'2013-01-03', u'district': 24, u'office': u'1110 Longworth House Office Building', u'phone': u'202-225-6605', u'url': u'http://www.house.gov/marchant', u'start': u'2011-01-05', u'state': u'TX', u'address': u'1110 Longworth HOB; Washington DC 20515-4324', u'party': u'Republican', u'type': u'rep', u'contact_form': u'http://marchant.house.gov/emailkenny.shtml'}, {u'rss_url': u'http://marchant.house.gov/news/rss.aspx', u'fax': u'202-225-0074', u'end': u'2015-01-03', u'district': 24, u'office': u'1110 Longworth House Office Building', u'phone': u'202-225-6605', u'url': u'http://marchant.house.gov', u'start': u'2013-01-03', u'state': u'TX', u'address': u'1110 Longworth HOB; Washington DC 20515-4324', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://marchant.house.gov/contact/contactform.htm'}, {u'rss_url': u'http://marchant.house.gov/news/rss.aspx', u'fax': u'202-225-0074', u'end': u'2017-01-03', u'district': 24, u'office': u'2313 Rayburn House Office Building', u'phone': u'202-225-6605', u'url': u'http://marchant.house.gov', u'start': u'2015-01-06', u'state': u'TX', u'address': u'2313 Rayburn HOB; Washington DC 20515-4324', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://marchant.house.gov/contact/contactform.htm'}]",-0.927027,7.04972,,,,,,,
233,both,M001179,reptommarino,Tom Marino,M,"[{u'fax': u'202-225-9594', u'end': u'2013-01-03', u'district': 10, u'office': u'410 Cannon House Office Building', u'phone': u'202-225-3731', u'url': u'http://marino.house.gov/', u'start': u'2011-01-05', u'state': u'PA', u'address': u'410 Cannon HOB; Washington DC 20515-3810', u'party': u'Republican', u'type': u'rep'}, {u'rss_url': u'http://marino.house.gov/rss.xml', u'fax': u'202-225-9594', u'end': u'2015-01-03', u'district': 10, u'office': u'410 Cannon House Office Building', u'phone': u'202-225-3731', u'url': u'http://marino.house.gov', u'start': u'2013-01-03', u'state': u'PA', u'address': u'410 Cannon HOB; Washington DC 20515-3810', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://marino.house.gov/contact-me/email-me'}, {u'rss_url': u'http://marino.house.gov/rss.xml', u'fax': u'202-225-9594', u'end': u'2017-01-03', u'district': 10, u'office': u'410 Cannon House Office Building', u'phone': u'202-225-3731', u'url': u'http://marino.house.gov', u'start': u'2015-01-06', u'state': u'PA', u'address': u'410 Cannon HOB; Washington DC 20515-3810', u'party': u'Republican', u'type': u'rep', u'contact_form': u'https://marino.house.gov/contact-me/email-me'}]",2.5538586,13.6308725,3.43167875,3.763189,6.33333,5.976935,0.9691425,17.1976868688,4.38653333333
234,both,M000133,senmarkey,Edward J. Markey,M,"[{u'end': u'1977-01-03', u'district': 7, u'start': u'1975-01-14', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1979-01-03', u'district': 7, u'start': u'1977-01-04', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1981-01-03', u'district': 7, u'start': u'1979-01-15', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1983-01-03', u'district': 7, u'start': u'1981-01-05', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1985-01-03', u'district': 7, u'start': u'1983-01-03', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1987-01-03', u'district': 7, u'start': u'1985-01-03', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1989-01-03', u'district': 7, u'start': u'1987-01-06', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1991-01-03', u'district': 7, u'start': u'1989-01-03', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1993-01-03', u'district': 7, u'start': u'1991-01-03', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1995-01-03', u'district': 7, u'start': u'1993-01-05', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1997-01-03', u'district': 7, u'start': u'1995-01-04', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'1999-01-03', u'district': 7, u'start': u'1997-01-07', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2001-01-03', u'district': 7, u'start': u'1999-01-06', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2003-01-03', u'district': 7, u'start': u'2001-01-03', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2005-01-03', u'district': 7, u'url': u'http://www.house.gov/markey', u'start': u'2003-01-07', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2007-01-03', u'district': 7, u'url': u'http://www.house.gov/markey', u'start': u'2005-01-04', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2009-01-03', u'district': 7, u'url': u'http://www.house.gov/markey', u'start': u'2007-01-04', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'end': u'2011-01-03', u'district': 7, u'url': u'http://www.house.gov/markey', u'start': u'2009-01-06', u'state': u'MA', u'party': u'Democrat', u'type': u'rep'}, {u'fax': u'202-226-0092', u'end': u'2013-01-03', u'district': 7, u'office': u'2108 Rayburn House Office Building', u'phone': u'202-225-2836', u'url': u'http://www.house.gov/markey', u'start': u'2011-01-05', u'state': u'MA', u'address': u'2108 Rayburn HOB; Washington DC 20515-2107', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://markey.house.gov/index.php?option=com_email_form&amp;Itemid=124'}, {u'rss_url': u'http://markey.house.gov/rss.xml', u'fax': u'202-226-0092', u'end': u'2013-07-15', u'district': 5, u'office': u'2108 Rayburn House Office Building', u'phone': u'202-225-2836', u'url': u'http://www.house.gov/markey', u'start': u'2013-01-03', u'state': u'MA', u'address': u'2108 Rayburn HOB; Washington DC 20515-2107', u'party': u'Democrat', u'type': u'rep', u'contact_form': u'http://markey.house.gov/index.php?option=com_email_form&amp;Itemid=124'}, {u'end': u'2015-01-03', u'office': u'218 Russell Senate Office Building', u'phone': u'202-224-2742', u'url': u'http://www.markey.senate.gov', u'state_rank': u'junior', u'contact_form': u'http://www.markey.senate.gov/contact', u'start': u'2013-07-16', u'state': u'MA', u'address': u'218 Russell Senate Office Building Washington DC 20510', u'party': u'Democrat', u'type': u'sen', u'class': 2}, {u'end': u'2021-01-03', u'office': u'255 Dirksen Senate Office Building', u'phone': u'202-224-2742', u'url': u'http://www.markey.senate.gov', u'state_rank': u'junior', u'contact_form': u'http://www.markey.senate.gov/contact', u'start': u'2015-01-06', u'state': u'MA', u'address': u'255 Dirksen Senate Office Building Washington DC 20510', u'party': u'Democrat', u'type': u'sen', u'class': 2}]",-23.9655542857,-32.3732385714,-9.894866,-19.2790377333,-20.8923,-21.7112388,-10.6026016667,-4.87733,-11.7795322
